S_ID,Down
a340451faa5631e31c471921ffa93aae,0
a353ade0aac090ee7d82200104e422c6,2
a353ec503e28df42b22b8689961dbeff,2
a362cb4b17737e2eb0242bc54b99faa4,2
a367b350d0388594666df66e01756941,1
a36d491cda54bef32f4bd7999b4888ec,1
a370dfcbcbd4759695ee02f8c44715f4,0
a37f5e0f486db0cbfc5a39fd9f5b875a,3
a3863d66ebf0889549e19534ff4dcc68,1
a386eab8ea43d5fd7b59842c77adaf74,0
a3b92d6f1ef9717281882f070f5712f0,0
a3d14eb0dc5c7acab6011ddb1e1021d3,4
a3e945744165dd5ec0cf7f8d186fbd5c,1
a3eeddfd74b80a82082e26cb0d0c0e17,0
a3f09d707ab5215f35faa88fbdb290b3,2
a3f11b42efd1f50c274ea481a1f7999b,3
a3f4c36cda8634dc45260f67131c181b,1
a3fbb55bf1028b726d38d2e967575982,4
a400df6a134ca2fcb3daad3277b44c00,0
a41796a6a40258b3bf5429e5ee43dd1a,1
a417c899d28f1efe5eb9f82105c7bd03,3
a4214ff314858f91b2b18f72eb2451bc,1
a4512385fd6564e46e980ad9aa611c2a,2
a4581c0bd443c748d94462772b6ab86e,1
a464af4b8826d89b8d796b48ad08324d,0
a468d3787f2db84e9eb5dad8cbd8d618,3
a49beaaa52763e57751c0179e3d807b1,2
a49d27c30a688878f1fd089c546c6abe,1
a49d3aec777c1eabaed210ea48d9fb76,1
a4a3eba46b321f51086c179ff4ae6c5f,0
a4a5caa4433dc230901834f21d9b18d9,2
a4bae0a23cc5d0dabd6d6b32ec62faa4,5
a4c5928923c123dc05bf01c355c6204b,0
a4ca5c11d537d3f0cc8afb89f9fb2752,0
a4cf200000b91be88828649459e0e5f1,2
a4d1ba5dfe37bcc0e8a41f547bbcc43c,1
a504a1e6f948a4e32bb2dc9c7c7a23c4,3
a50811626fe22613c1da34619b89b628,1
a50ddfc06a6c8d1060b40ae6a2fc77e7,0
a5138aa8a8ea0678d79429aa594e7d96,1
a51b80aa184021065967b97a2412156a,2
a54731c576065ca6696c0248b460b3f5,2
a5596ef46e74a9085198665de32cc967,2
a56442cae7ae8b911bdefd9f23c439f2,1
a56c7b6f249088c98f5763815e2365c2,1
a570d2431122b03f02c76c9d4ebca1a6,4
a571761aca2e0185daeddd1f1925cb61,1
a5839916a8c936a7557277394dad563b,1
a598244ea4f9e6dad95b0b7819d76f4a,0
a5a0ff67eacd941786c04510f98fef28,2
a5a6d0ae00de2a17fab5371d2fb4ddec,1
a5b6a92978b8b776f1c85fe9cc9e4c1d,2
a5cba9f20b75a8c2a18af46864be8c3a,0
a5cce9aa2254c60b90af0f92dec3ba5a,1
a5d864acc82e69399d1f79c244a4a449,0
a5dc8d08c97059084b52f6ee30dd543d,1
a5e73f0c96f562dc8c5fa0520e83b647,3
a5f6b94c3e7a078c36bded742381210a,1
a611fe73b81e399f6698272f45c416c5,0
a614f6b6c3c6a0e6fcbd34af21273ce0,0
a62a5d81a18a78939f088947e07d1812,1
a62b9c0d80eef5be94ae654315b5544d,3
a6300a68873bf5123a1b684a7926129a,3
a630e51bc0c6c65eaf8c327bf62a1a62,2
a6316e1c4bced0b91425ff2ffe09f232,1
a63db9288023ca4c46a6b89e87b1035e,0
a6418fa8af111442d301bf4f97fa8dcc,1
a643c752e217d466858c4521994d47d9,1
a64d02e367640807a6be27f378dea93b,2
a64d8d4c9899f8e45be63721eecd5042,1
a665c1a683eac48f1976a35e7f60babe,3
a66f445445364d84321fc45037b63e8e,2
a689d3c1b3eb8d0497b05e4e52459e28,1
a6945bcc8a288670d8ac63691683968d,0
a69c93ce9749b2220863a13cb3ccb814,2
a69ead255b0ce59dd3aa24d4fb5fe112,2
a6a7a62141246622946694661cca3402,1
a6aa3a8f3a7b9a4e27020de8b78265d4,1
a6acf1e4414302cd1123f4959ef70059,1
a6b01bf4c09de03689076ea28a492b6f,7
a6b30bcb9340b82645a9d55fa446f71a,0
a6b464f5ee892169b85e3d3fe923aa43,1
a6c173fa4b1b2fb522dbfced9735b322,5
a6c43533f8b1d56287a56bfc2d50da47,0
a6f8c7eee756723721fef90f23222520,3
a6fe2fd36b1c31292cec5be9527c59a2,2
a703b264125371a03f70b23bef949ef1,3
a717a7f315c079ae1ed0eb3033ccc12e,0
a7256ed75004d0f9d3903a29bb518e8c,3
a729836b4cccdf9e0fa84d4c205e69b1,0
a77b947bcbf258de47ad9169f78f9cf3,1
a78705068267f6b436498ab9730f8545,1
a79bee0447bf99c01fc5b29384b369f6,1
a7a79bbab9b4a1d807136ac7f75aa631,2
a7b2bd184a0bcf9be5a0272d0d846555,1
a7b4ce198d1a7c9a279bf38196c78a78,1
a7b8d49aa8b3b584d9649f67d08e30ef,0
a7c38a72ab490ca023ed8093223e76d9,1
a7ccdfda0413f928dc436d4c387fa714,1
a7d5d14c7d03b66a4342afb4458059a3,1
a7ec4eab4546f87b3cd7750e6bae2215,1
a7ed70b6fcc987638699b2278df23189,3
a7f9ef777cc5c1064c84804f689550ff,1
a7faa21585d4a01583febe72e41a5a1b,1
a7fc023449590849db8d5852fe75f5c6,4
a7fd2922f84c3dd8aee3eba98c527d5e,1
a80818340e905ce1d92553f9acaaddd7,1
a80a61912061f9459e77c8a9f83d1ce9,1
a817a55e84e37567f7ec20c6bb006fe5,0
a81c85d8c6833500a509fffd6f6c8834,3
a8379d2619327be1cc580b907f49faf4,4
a83ef72f7a84204f94d3ee576613783c,2
a848bd70271bb5aeef4e96bada3f9f25,1
a848c281f9228f5244f2f16cf3a0a37d,2
a85d5b2b7c17c62c72f03aefaee2a9ba,0
a860063d9117b8db994f5b537888b5b5,0
a87705e2165b88322f8b5df254c80c53,1
a88575f5b103f986e114ed0d5f57c3df,0
a89312e6cbd55121a66711f236ca52a1,1
a894e540088fd99012bfd527c0728e05,1
a89d35be5e8716827166217a45a63faf,3
a8c108155114be9e63897275aeb3d26e,0
a8e23efaeac331c33406a9be01b720d2,2
a8efd21de96257706eed07434fbea12f,3
a8fe6271c8ae380cd152db589e824005,1
a8fea04101cfedd6f2cf3fa7f623e55f,2
a90fce8f649b4c6eb336e686e9a7b22c,1
a917ddd273f1515963477b0c05070a42,0
a926cd6001f7de58cb73f9d1b4ccaa79,0
a92dd373f2444b521d4b7a4be96f5000,0
a93e3233265d4abe2a18731209d362fc,1
a940db83d8c4ed159782435500202b15,0
a94835e15f49f3d6f0fa5175646de745,1
a95d03a1697f796c817c8431a4227d54,0
a96b5125ac4c26fc1d19083f7c57dd0f,0
a97049f9363596cc662187ec0086a587,2
a978c857ce083b9da5213c9de7e042bb,1
a9912cfbbd2127115d7ab4c66d66caaa,1
a99161cdda1ee992cabfdcfcdd881630,1
a99c35edf5897cf61f2135a0166ae58d,2
a9a501efd4e33fd3d7cdcd015618e2a6,2
a9b182cda2e77ee4e642124bce22bfa4,2
a9b5ea0b0b05f57a2e37ed9df581a581,1
a9b8e817967eb019d9d62bb387c85467,3
a9bc6e67fd29b506a0dad51bbc306c94,0
a9bd357f7c0b2394c68930278fae9791,1
a9beecc2d8906078e64708f6783b7b03,1
a9c7652977b0fd7de91a20fda9fb124f,0
a9d65f3815dce2bd442bc562ab53bc74,4
a9eb4c69d730fae9604ffc3db701507c,1
aa02b1dde8dfa800595cfe7ed92f3844,1
aa07baa2c16aba7b36c231e06a70eb10,0
aa0b4069261795b466bd3495d6680567,7
aa0d23783f2bfe5222167827389babc8,0
aa112aaef4d793f006b2053cad6b323b,2
aa2634c2b9024292b7af3abb6db9c953,1
aa3cccba45ff46d08f2e99ce870947c8,0
aa4555ac3558a5cc558183e1e7cc1e31,0
aa4bd53168b54fca772d602fa9c43da3,2
aa637c3165ddb2d8bfd75aece6e017f0,1
aa75b5275b3be6cf7cc893423c984c9a,1
aa7852c8ff150a03a92b49b6bbe76b33,1
aa80814b161745c4d85bb4a85a1b4e29,1
aa8bf0ed96fc5e32a57e7254ad168420,0
aa8f6797b259c72be1bedc8ca2a34bec,1
aaa3d7154cecbe2503fbd24a388f4034,3
aad894dd4714816c29ca486e984178c0,0
aada8250d24574e5ea6ff158b88a2d1f,1
aaed14eff1daffcf2651f0b814bc61a7,0
aaee81e2d9570de3cd7dc8ff1aafa4bc,2
aaf016df033790462b077316761fc3c1,7
ab05e27bc117eb1fa721252a2f050cd1,1
ab0bc0007d499a4096e3c145a874f513,2
ab10e9d7f471f783affa91418f74b25f,2
ab16bd88fdb4bf7011f0b5b0f13cda8f,0
ab1ae1fbe38ac56240dc20c7d3c9b75a,2
ab1fb641b308aea03793f7aa4b7264d3,2
ab27e1e399cb023054f12a3940c7eeba,0
ab316c0200ce2e527750d2d309ee537f,2
ab355c273c3f64456b09200a2f1308ed,1
ab3afffe2e87341a38478773f76bdc2d,0
ab48d13438bfd27088630ceccfb4114b,2
ab4c4d88f6b02d8b3907fa7d152fcf64,3
ab53332125537f5a4c6e29d37659e76f,1
ab5d455289f1009b9336201b1adede95,0
ab719f03fcf940f992ee78eb553b7e31,2
ab8b4b9b1e2f86668ba96ee7a1b22f94,1
aba4e72295ba255fee1cae8cd29fc15b,1
aba5e0e4b6970fbb3373bec64b7deb3a,1
abcc90d4d91f5e636565b0d2da1c9690,3
abd8b58685ecc4e1619ed317b1e76265,0
abdf81fbc00bfbc6274ca3bcff2f5666,0
abe36b3a8209cd5fe5796f387a54abf6,0
abf1995a0fb2666b3a99eee64389ce21,4
abff9f24977212f95ec7fc8af6cba495,1
ac09b0113c72229495c989de683f083e,1
ac110519bab38f604ae3c73b0f198b90,0
ac3e2003efb58065d544fd446970e321,0
ac3ea5374098e64a3c8df786bd2e4820,0
ac3ec34b7bb12365ff8d284edf815c51,0
ac491223d5fea3b91ebec43a1da6dde3,3
ac7bb8ba7738a4cf59a44bf2f81a2aa3,0
ac90f57e889f217430f43c9780eafcb1,3
ac9fe7b3408ddd0cb45f9196e3f806af,2
acc4a3d1b17084254382dc74b56b7f25,0
acc54d0221ff38019770f4ecc9c90405,0
acf59da66af5aaeb58433600026576fc,0
acf5cf58406acf272eeb94bf4558546b,2
ad02595407804437a0a1280e31a28bcf,3
ad03cb6acd62b854a016beb2eb357d16,1
ad09d895b0b7cafe43766fa63dc26cf1,1
ad1226c1be09c12fa780f0516c4d286d,1
ad1452ceb7ed6cb561c0b5a021132b9a,1
ad4893db4d31ebc07740073e506ea085,2
ad691eba9c63cbf671edac44fbce0cd8,2
ad6fbc78d14f0592a5afad2eaf323412,3
ad72ae1de4f7252f48bf328a09976bbe,0
ad74ef78fbc37ce698b9b42015ccf825,1
ad7aab3a9cdc94d37dd091cd1c3a308a,1
ad7ac2b21307df95579b443e2b1f4dca,0
ad808dc2e3d97507b920ce422113e66f,1
ad87ec1591063abedf85d6b323e1d515,2
ad8b808de3b3f86bc39c31b1a765a1c1,3
ad92f1b1fb453a362e6f8a521f602420,4
ad92fa66387ff2d13d40a618c717c4a8,0
ad95fbb9ce0bfa0896207af75d7ed870,0
ad981fba46a943169b858fb25f7717a8,1
ad9cbe031a4b463b6d1df620db410142,3
ada9a0830475f77d73077bb626fdf987,1
adcc1da5e4339a47e1460294b9cacfef,2
adcfc9a5a1dcf4fcef03eb9f0f4fc6c1,0
ade7aece3a88aad37acb670122292cfa,2
adec15383d0433114bb22db7d6cefd67,0
adfb74a0baa26a59d776798d5559277f,0
ae09f243b9ae2cd19be50ab21a916ec6,1
ae48c09d19490a08222ab2dc6c3aadeb,1
ae4d38cc3a2a4b2c9d4b3d418a186563,1
ae5223514fb06deb970c6be6aaaec3dd,0
ae54bb3620dd7a0d3bd3fa078902d5ec,2
ae564f68dcb99db6412bd4765cc1d08d,1
ae583ba4770d8b008d59a3a118d63b63,0
ae5881d08ae57182bf4589e6163930a3,1
ae5b43be1245d818b5c82670469fc29f,0
ae681fada902d1818fae94705cfbb493,0
ae6cd00ed56bffc5f063d92ed48ec46e,4
ae71606feda24b7bdb3cdc9fd9309911,3
ae7a23e1600cf7f2455eebff50930a0b,2
ae8fedeffbe172170542cd7ae6619d1e,2
aeb4cfc15f92433e85951a2e8898a008,5
aeb8380cc640be96a1b9740ffb02bf87,1
aeca965451d2372a0b7d11a9035d7b4e,2
aed254ba2e19bd6a2515072807fb539e,2
aee8bb348ecb7f07527b92f00aa8cd82,2
aef304284e27a61bb7c091ee9d903184,2
aefcb807ebc20703fd821d9726a052d1,3
aefda054d7a31be4df8db3e2050a71de,1
af0bb2ea984076cb6cc94773589e35ca,2
af0f2dffba47036d18c36338ac2bac36,2
af1cc8f19f11fb58d3aeb19d76eb9249,1
af37ca86b56873a2008b3557b5f66335,2
af38e61ed05c847b33a63a268b7f4ae5,1
af3c221cbad7da0554fa3160b49096ab,1
af427220c16f149a015c7cbf12044d45,3
af505548588b9dc3d9f91cae9ef06d8d,0
af57aa29e6be95006ad8844cba08c7a2,1
af923b6b908aa49c71c481e858007fe6,1
afa69513ce8e748dc1a39ad258008aa7,2
afc21a5efe1e524cea91ba59dc0e57c2,0
aff8ca065bed7deaf383c1c6d2db2cd6,4
b0052256ce9089455e5f862d4a278319,0
b01cc8376c2ced33e1f35b87cc85f8df,3
b02217e42d43334c2d99f4a6e1090fbd,0
b02f35143aae3ac7ac6922cc1bfccf94,2
b03a325e027f6b4256727844ca4b3d0b,3
b03d66b4991044e60788f0aafa2ac44c,2
b03f30055e7213adcd7695008ae6a193,0
b046e6498cdf4a30b7b47ba45d71ab10,0
b061b10b8ebd8fdc68a43a817b1882b6,4
b064281d581e352efac997b1ff1942f8,0
b068b1a7893980bcad71a14968fc7a71,0
b07a12efe1985b54ae92e30c7d3fe81d,2
b0a1262c0701e1315d7d00ef9aa8d908,0
b0a5acff9ec36a1d1d7866a75f8713a3,1
b0a810b772b36c0d645435f9c6643f8b,0
b0b9689b70ae8de4b18a09bf2bf9da14,0
b0cafaa90c3631ab9d39c911bdcc189c,3
b0ccaf831d8b277210b97eb577db1e68,2
b104b0c9cec932c55099dfc9cfec42bc,1
b10b7c99f83445728ad013dcb185cb3c,2
b10c0c0ffa0c74ed0798a61e1a0f7faf,2
b10deac490f5773d4c8dd827b0784929,1
b1288231cef67775f12baa2a2ecca928,3
b1319ffd7e719fc0d2165b2a4fc9f9b8,0
b139dae457941b0d5ec5bceb1a805e73,1
b1428ce110be4cf576792435693101bc,1
b16d42cf959da6e63c270da463f03265,1
b17d9fe5309df2da4bc3393292601c47,0
b189830c7d3892fb1f463812dd5bdeb7,0
b18aa42dff1cf755cba02a89bde3ff02,2
b193483c555c238eb269922a69e6467d,2
b19d97ba50553c04fdd66a2cf539e2ca,0
b1a60270b8041b6d53033bb4c4dbb625,0
b1bc332799b3c566727acb1269994e6d,0
b1c3626b2032341b8b11d1980bfce938,5
b1c41339b157c3f6f0295834a3cedfd6,0
b1dce8fbb73663307f3c1119aa9f9e0b,3
b200319af58bc20f510b929c064c1c6f,1
b209207efed3d73674040daa1aa8e10f,0
b209abfd4b5d72a1428c028898a661b6,1
b21f51934b28fad6e8205a16260c71ff,0
b23662022cec36447af77fceeca35e6b,0
b23c1ffed0b068d28aee90209518b6e8,0
b24ace56056290b6b28598bb16294eca,1
b24d15b0fe80ab93c21c30b215b3ff08,4
b25235e5d348fb4c1b2273279234ff72,0
b28a64ba1f221e95929e1ce2e2bff46a,2
b28bce4922fae00554193747480d418c,4
b28d74b8616d248646fce19a825ffbe8,1
b28d8bbd1466aa620e83842bf3164d4a,2
b2983f4ba7845e638cd2d6c4c6a93e57,2
b2a9957109988c16fc5b206a3423ef88,1
b2c05b7c61515b7e9264bb29ca2a72eb,1
b2c1284afa41027c9811bf22c1bf96af,4
b2ce205563ab8fc351ea671071f5c525,1
b2dab6118b723b734b104d7bf3cfd1e3,3
b2e32d3141a898013f6a6a8b76539572,0
b2e65859edfd3208243b055139d6568a,2
b2e6c934b82204aa9982968b880204cb,0
b2fa28a7d4e1eee346ce98d04e519243,0
b308342fe32bbd8b8b68d2733df78402,0
b3232e149ac4d8f8296d91ca6e359ca7,1
b3244320d481f52bc15658fa79e94f6b,0
b325818664cdfb8d8a0e306f97cb758e,1
b32c16dd7d6eff6c36bd661a692ab3e1,2
b331ed85fa085810fed257928fa79fb8,2
b33660b9c6bdc34fcdd6e7403b32c1e9,2
b3383defcf4ccbfa62235a4f83ef2588,1
b3419a64534a82e24b422e1fe350c39a,5
b35ce0fc446a5526d33b4cdf9254df1a,0
b36a88ab71e56a69ef3f31483dd50148,0
b36fb91eefcbefeac05effb1e6abbc76,3
b38b7d46473b5753931a629ec6c55b73,5
b3917548497f540d6d0b1180be5700b6,1
b394148372398f6b39bd1dee10b66fb4,3
b39b04dff184fbeff73a6398c0214491,1
b3a8f7343f5be37c596ef6b8a747bc96,3
b3aee9ad9d34f3ca13b601b09a0a6c62,0
b3e03f539b89090df7a5e39b3290412d,2
b3ef150405ac0dd9e9aac702f7602c05,2
b3f7a926773e2d921a90e9d8b316f82a,1
b415d680453948bd3366053826ef1017,1
b41753c235b4af81df9af0b0c010717c,4
b420ddef3d3ec1a90b24f7bbc0364637,1
b42d0d9a598cd2a7445e9d7327d5d770,2
b43f6b9b53a7f991c41257cea073d657,1
b459cb3f8afc15f5e38aca1f2e3c2511,5
b484219c97612190d01a6fa5b0f92af8,4
b494bcec3a6b7443b62a2dc573a67ed0,3
b4a3084975e839eb16693c8036405ca0,2
b4b666372b3843d7d431003bc034ed0e,1
b4d04551e8bc42610496b62bbfab1629,3
b4e26b64bde2534f21c47957817d4e8a,0
b4ed7678bea9b708d1f42069eb39dce7,1
b4f910775e2bd6d5d5ea20b9f85420f2,3
b51815e7b70fe140c97bec16b0d6bc79,2
b523caa1e71122413b205060a55277c6,5
b52a7c2e815b84c56b6fddfc51481eaa,7
b52bf0cc0101ffda90dea87cb7ce7ec5,1
b53733e97c0e7d912eade93938adce36,0
b53814989948a4dabdebe2aa741d49ec,2
b54131cd7bc8681825b140a14e9b7ca0,3
b542b11ad283781cb6158593320b0c5d,4
b54468200c71e4c3cbda11ab73df4195,1
b555b8a9de56be5d9614d04d10cd3181,0
b561c3267d021fcddec64d29de56e197,6
b56234e4613761d86aa1ce797286ba5c,2
b57a413b2136ff72a3cae03e2527d267,2
b59964d69f59aed61c4106119b17c3f1,0
b59aa36ddfcaff52e9dd91941a53334e,0
b5a8e63b30d143c1e19a5e44ba5e05d8,0
b5b4bd6e3822237a76ba4a4bf2b73c03,1
b5bd633abb0a6efacbd8ab1f64fd4e0c,0
b5bee73119bbe8546a002d0a3ccd70e5,2
b5f533e6076c946ad5afe62db74d905b,2
b5f806d80f80fba35bdc3fd2e9ea86a5,1
b5fd6d7fea80fdf420504b705df6f855,1
b6269cb0fd80525779c9b3e17e2a8157,3
b628114bd5faa64854a4c4234748c086,0
b6312824308a3f6ef7ecef6f0119c1c2,2
b6364d779019e76b0790425bd37cc5b9,1
b63a2b3eb29f286f9ad742bd66db561e,1
b63e66a90fc416c27e19bf6de4f789e6,1
b645c08165be4bd6dd4fb71ffc2cb970,1
b6641832a39eee244953469cae7ad22e,0
b670880844a86396b555be1cab393386,0
b6806ca082304a1f04834578a0588283,0
b686feec09d71dd141118b8058c982e1,1
b68f39289f41e706456be6e323042e68,1
b699526bbbd5ec3327d5c5152cecdd11,0
b6a4ad9c6b7844fa975396ec42159a5e,1
b6adacd69051df4ddf8463dc1f3d010e,0
b6c62c6b1a01a9f96aed699c4c630e19,1
b6c83259dc192961fa915be0e1b936b7,3
b6df88582a4aa01cb1407b010725ab58,1
b6e9c45563a1755bb5a0e7d2389d363f,2
b6ec7dceb3abb80dbef09d63ee5f920f,1
b6f62cc5c54d7672df4850013eb74710,3
b7037ba6411fda3a02b2d6209cc04574,1
b70432349cd4bc2d5cf6183a116f1c2f,4
b714bb46fe926b31289e2702a3dd4db3,2
b71b63b7325e2a2623c8afc1ca08a2a7,0
b71bd7db4d1f83c3745e851a6f7175c6,0
b720e73e882b3bd1120aa31111ff4f42,4
b729dd899627b454bd31fd8e0f2684db,2
b73d7ed6a1f2a9719b7855276d97bd63,2
b75450b9f99c24c2f9f81a00276b3e7a,2
b7584537b03634bf03c997cf570c6bcc,0
b761a77d09515e9e63eb034090664bb1,0
b766ecb17b54e1e2601da91d3e9bf7c1,0
b76e1e2c8da4543fb7900b20e1e4b120,0
b76e9b990e4739112d9391aeed0b005f,7
b7732b58c5892089f13927d372d23816,3
b77c46635259ab8a3e84579d5462daeb,0
b77eb02355dc2af2ad4855ab16176bc5,0
b780cfa70453c32a97575fe3f9ce3060,2
b78187f5081ab653a63dd479362fb267,3
b78d0f237e48f2089106cb12f9b3966a,4
b79ca1cc7fc28da5abbec05efce86c58,1
b79e00e56df1caed720742cf1e379ded,2
b7ad6669b5d3d3d9b4ec45b67d18c236,2
b7ae7938ee6c332dc2c41eb3298fa156,1
b7b6488033fd2c393b53441b5235094f,0
b7b6b041850339bebf4bc23ed5dc7ea9,4
b7cbd093fc0e33e5ef7070f0b44000ba,2
b7d79c6d60b2b8dfe6e594075874412e,1
b7d8e2b53d8ef212ef316b8471daccb6,1
b7e55011bfee1a4b4aed3b6dbb52eca3,2
b7e682deb82b30075882ec59c6d064cc,1
b7f58c6e4b1b09ae1a6998a1acb20e34,1
b7f605c73acaf1be5648702af6e933bb,3
b8010f32a826e5f881e57d1589cb76bc,0
b811d35bb72b17477f583c5fb8733004,2
b81440e9cf1b4f4f9f1ba43425c7efbe,1
b8287431577153db7de7fdcaeb8c179b,2
b828f78d5d680a3fc3c5c92b333c77a2,8
b833678eccf99968b47b818a5a23013c,1
b83a7320263d176c6ccf20ff1c789df6,1
b84cbf000a3a6356f77eb8f65b3aa912,1
b851f6eb15201d2c3590145ba9f160ba,0
b86ebd338fd92abe171a8b77084ce468,1
b883beb9e82bc5f37bd6e22055e419f8,1
b88bddc4daedabbd1856452adee78b4d,0
b88cf4d120ee26e7e899da9eb25f67a7,2
b88f78feb6c298cb160f91054e3337b6,0
b8955b1d8c4a4d6e4521b1731ce200b3,0
b8959301de4017bbc4b2230b7395fee7,3
b89c0ef93f5e31840b158716c077097a,8
b8baef8b951b85804256be09ad95b7bf,0
b8bb0ec458cc6c10d9c3cf33979a88e5,0
b8c28438c8db06db19ed9a1ad7cab3b9,3
b8cb1a1e0182a8ab407f9be22392836b,0
b8fc72d29c706b6a94c437308747ae44,0
b905972278b67767d47bab79c5edf248,1
b90f175d19c4deddf7803d6b53701cd6,1
b91118191c3003c3e44eebf3556b88b6,0
b91d8074b25bd3522b09d2d589501efa,0
b9306fd8dfe75505efe49f13dafed935,0
b9341fb6478193bd0359fc43004c438b,1
b936c90100030aaebd226e521ab1ec97,6
b93fbdade14f37e38721de5ebaaae402,0
b94e56005adf387a5230c79278efb223,2
b9646c537e9acf5c0dd109904abb818b,2
b96b7b97947b62fe80d10a52185a4622,1
b96dfe2544ec874e34e737932eba2c05,1
b9730845fac9ae70fdf3e8802728eaf5,2
b9799a3393304bd417b7fb20de5ade59,0
b9a1d9174238bfce8faebaca51db5678,1
b9a7805d76d66b4b79b926053619ee74,2
b9a7b018b7f042a581918db41075f00e,3
b9ba73e9c238b058b47ef86a7a989be6,0
b9baa96f4b6bb51b6e55854f7d663abb,2
b9c9dab928cdc82c0083883636f2c818,2
b9d1a94e8b7c4ecc77b523b5ef2b5240,3
b9e89c331a5b08dd006d2b0ad7bf9fc7,3
ba0561a48c0ca738dfbdb59e3546f225,9
ba05ef2ea31fb9102f6dcdaf5e71402b,2
ba1ddd46f579f06d3574297a0db121b4,1
ba201365555f6806476ab92b30fe3a3f,1
ba27053d1401df1eac9f6e7acfb50591,2
ba324a8a7f9aaf08eca1f1b225289723,2
ba4c9c39ce77d0fb2cfa9b924c4acec6,1
ba4f2b264c87fa3908bc5298099a7567,0
ba5819bc7f33ca01eaf597cb7b724fd8,3
ba5af79c1708d9f3bc490da184dac1b8,1
ba619606fc3d4d0fb1347eff6027a136,0
ba6f29c44f8658941841041cd5ee1a18,0
ba8431f4e7c5119ba3035d1e60cf9165,1
ba971407cda65e97783cdc905efe10a4,0
ba9e6cb0bad9b426312def03553ba479,1
ba9f27a21657e199120cbe33c15e7165,1
babc8e9c68e8c14c0399d003c8eb841c,0
bac5e8137207daaa1f01db069f152fb9,1
bad39a8ba10e33362450b87f9f373498,2
bae776cbfef32c9f5b66f48f44983fd3,1
bae89d80feb3c808848a672b623c73d2,3
baecbfad05b8073c537c700e8845e896,1
baf6d9f458e4acf4c0b729b77788f126,2
bafc6ff2c0c641cb23f1c7ce5da7a3a2,1
bafe0e37515fbb9e548baca61929ef68,4
bb03aabdda763df18753dd78dd9bb72d,2
bb0733827948f8508896a601cf68361e,0
bb0b85c17aba02b53352c61f4394e56f,2
bb0df20b154c8d7ee72662d989b416d1,1
bb179d4d1e788d53093772c37bd8e896,1
bb19728ad03bcb467ebca7ecc6b994ee,0
bb1f104d87222a293f179c6d32f8c782,1
bb2bca0c3a0dc1a88f60ac8d8433186a,10
bb2d5b8d56aacff4a8c3931f042b5196,0
bb31ae80e3d2b5a152d6f86d9302c20c,5
bb3a38246c4d76894fa1de705f9b304e,6
bb5271383584cb7ed40eb9f9ca836969,1
bb59873b798c4bb0161a5d1f1afb1360,0
bb6fab54ee901fb6d67a4f56015c84ab,0
bb72abfe2983e03ff057cf9f50f98233,0
bb73520bbdb3be1225b52a18a65bffa8,1
bb7c5a4120ce9f0330dc2d157660c43b,3
bb835765faeed3734f41eb386e86f84b,2
bb842b70a3b987b01734b9f8038de825,0
bbb1545a273d9459714ccb395acd3046,3
bbb77d5839fecac39d7ac5ac9086316d,2
bbbf90b83152cde718637c061dabe6d9,1
bbc904160f3688949c8170b724addbf9,3
bbd605653b455481f298a01d6eb28d2d,2
bbdea59efe661195e4aa4a661b1c9359,1
bbe85306ec48684ba4295957e103d953,2
bbe9767219eaf3e29632706a32b85506,0
bbf3dc243431e313acb7e1407ba8aaf5,1
bbfe9233f9f87313e31171da21347d7c,2
bc250bef91c785fedffd170c56edfdd5,0
bc2db4b3407f7ecdd31c7de30e52e6de,1
bc3ca3efce508f7a93865f1e445da3ac,1
bc4789589ed9cda93ab6b4df065ec3ed,2
bc49a921bcc2796297ef97679c00b30d,2
bc5e2ef42becc8e3aa9249ac0726b79a,0
bc6cd5b1776bf82fd599294d6bf28efa,0
bc76bc3919df7ad307698b6b9f022f86,0
bc83a298f35b8a2d09bd461abe0c2348,1
bc85216238dbc463d82ef13f89e9c270,2
bc894c19949ad063e02c2949a7c3bb16,0
bc89de0d542f0c1ec1583d6b51ce49c7,2
bcbd39448c55a33cba3eb03af1a52aec,1
bcc4d3aea8f7cb874bcb95be62bd1db6,0
bccf61e571ca29630fa74a34cd3def25,4
bcd892a678cb649353db0ebee261c0f3,3
bcfa1602172466cac45d26c1e402391f,0
bcfe8c135e1db40a907905c3553ced34,0
bd0f635b4bdb9744c49af8bd86dfe6f4,1
bd14220cc9547c0d84205137e7c8ce74,3
bd34976642098fc7331e954bf4c9a443,1
bd519d6d21a2933688b085cdab63b3bc,1
bd5a285bf4a4e361ad7768087415f435,0
bd624dde180db5ec9c0d3ac1d357d212,0
bd73e19c19c571395feaf069c3819dba,1
bd7ea18b39a974b82d63f38481cda334,2
bd807076b741aab5711625656aad2acc,3
bd9ff2dd44a3456a284a3cde38169e93,0
bdacef71ae446a5941780f2cf3ee6e76,3
bdaf68e13e53320c0a38509e1209f96e,2
bdb9d38153d42f214bdbfe2274b8882e,1
bdc928c719ef4796fcdaae9a6038c0db,2
bdce5365676b10d3d08e6494a7317578,1
bde0a4a41530071242523bcbd0f38a14,1
bde2f424d2bf25f915f0743b8e18f7cc,0
bde477adabe8dc02b8ed72315d878ac0,1
be1e0ce14bc8d80adb3baf03097e70e1,1
be32fcc703cf4294f36f2a08ebdd3431,5
be49276e8c13cc22fc9abe6c633074c6,1
